book_a;book_b;count
0316789844;0312195516;3
0345350685;0316666343;3
0345350685;0316769495;3
0671868713;067169071X;3
0671868713;0671025333;3
1558744630;0439064864;3
0441627404;0440487617;3
1558744630;044021145X;3
1558744630;0439136350;3
0441783589;0312924585;3
1558745017;0070212570;3
0671868713;038079487X;3
0441783589;0060392452;3
0441783589;0670868361;3
0441783589;0440206154;3
0441627404;0440211263;3
0441627404;0439139600;3
1558745017;0312195516;3
0441783589;0425080021;3
0441627404;0451156609;3
0671880187;0140293248;3
0345350685;0060938455;3
0345350685;0060987529;3
0671868713;0446602620;3
0671880187;0060934417;3
0671880187;0060929871;3
0671880187;0060175966;3
0061000027;0440213525;3
0441627404;0451454243;3
0345350685;0345339681;3
0671868691;067169071X;3
0671868691;0671041789;3
0374100128;0375707972;3
0373825013;059035342X;3
0446611611;0452283205;3
0446611611;0671042262;3
0373825013;0446610542;3
0441783589;0553580272;3
0446611638;0312983271;3
044661162X;0553578685;3
0679785892;0553208845;3
0060198133;042511774X;3
0446611638;0446611611;3
0060198133;0385505833;3
0671880187;0425154092;3
0061000027;0345378490;3
0061000043;0553380095;3
0061000043;055357230X;3
0316789976;0446670251;3
0061000043;0553280368;3
044661064X;0684867621;3
044661064X;0743437802;3
044661064X;0971880107;3
0061000027;0345370775;3
0316789976;0684848783;3
1558744606;0446364495;3
0373825013;0743418174;3
0316789976;0375707972;3
0316789976;0375706771;3
1558744606;0446610038;3
0061000043;0449003787;3
0445406518;043935806X;3
044661064X;0515121495;3
0445406518;0440225701;3
0445406518;0446672211;3
044661064X;0446531332;3
0445406518;0446365386;3
044661064X;0446601241;3
0452281881;0316601950;3
0452281881;059035342X;3
0452281881;0671027360;3
0452281881;0671027344;3
0445406518;014029628X;3
0441627404;0671534718;3
0441627404;067102423X;3
0452282128;0743418174;3
0445406518;0385504209;3
0445406518;0312983867;3
044661095X;0440206154;3
044661095X;0316666343;3
0452281784;0743418174;3
044661095X;0380789019;3
044661095X;0345413377;3
0452281784;0553279912;3
0452281881;0140293248;3
0445406518;0743418174;3
0452281784;0767905180;3
0452281784;067976402X;3
0452281784;0804106304;3
0445406518;0671001795;3
0452281881;0060938455;3
0452281881;0060987103;3
155874424X;0345423097;3
0373484895;0373218397;3
155874424X;0345342968;3
0446611611;0446611638;3
0446611611;0446613266;3
0446611611;0446667900;3
0373484895;0373218486;3
155874424X;0375707972;3
0373484429;0553295977;3
0373484895;0373244487;3
0441102670;0345339703;3
0373484895;0515124214;3
0373484895;0515126772;3
155874424X;0312195516;3
0441102670;0380002930;3
0441102670;0451176464;3
0441102670;0451167805;3
0446611611;0312955006;3
0446611611;0399150897;3
0060198133;0449212602;3
0446611611;0446602620;3
0316789844;0060930535;3
0316789844;0060959037;3
0373825013;0425115801;3
0061000175;055321313X;3
0345338588;0140067477;3
0345422317;0316666343;3
0345435796;0553279556;3
0688177867;0553579754;3
0345314255;0446310786;3
0345314255;0451151259;3
0345435796;0671793489;3
0679720200;0618002227;3
0451196716;0316666343;3
0345314255;0451156609;3
0345435796;0553284789;3
0679720200;0441790348;3
0451197399;0061009059;3
0345422317;0064400557;3
0345314255;0380789035;3
0345422317;0312976275;3
0345435796;0553582135;3
0345422317;0345435249;3
0345314255;0451184963;3
0345422317;0312983271;3
0451160916;0451162072;3
0451160916;0451155750;3
0061000175;0553280368;3
0451160916;0316284955;3
0061000175;074343627X;3
0374121230;0375502238;3
0679886370;0385729332;3
0679785892;1573226521;3
0441005764;0345370775;3
0374121230;067976402X;3
0446611778;0380731851;3
0446611778;0446603589;3
0679785892;0679746048;3
0446611778;0380804697;3
0446611778;0385492081;3
0441008534;0060987529;3
0441008534;0345384466;3
0679886370;0316769487;3
0441008534;0312983867;3
0374121230;0446672211;3
0441008534;015100692X;3
0374121230;0679439382;3
0679886370;0312278586;3
0679879242;0805063897;3
0441005764;043935806X;3
0441005489;0971880107;3
0441008534;0441005748;3
0679886370;0060928336;3
0374121230;0375706771;3
0374121230;0375726403;3
0446611778;0515122491;3
0446611778;0451207521;3
0446611239;0385486804;3
0451160916;0553572997;3
0451160916;0553213148;3
0446611239;044023722X;3
0061000175;0452279178;3
0061000175;0425163385;3
0451160916;0451184963;3
0061000175;044661193X;3
1558744592;080410526X;3
3150000017;325722575X;3
1558744592;155874262X;3
0446611778;0425182908;3
0679879242;0380789035;3
0679879242;0439136350;3
0061000175;0441003257;3
0061000175;0425182878;3
0061000043;0971880107;3
0374525641;014029628X;3
0316782262;0385721420;3
0374525641;0385504209;3
0451149513;055356451X;3
0374525641;0312195516;3
0374525641;0064407667;3
0316782262;0446609404;3
0374525641;0070212570;3
0345354613;0449213447;3
0374525641;0151008116;3
0316782262;0446527785;3
0440901588;059035342X;3
0345354621;0312924585;3
0374525641;0375707972;3
0451149513;0060987561;3
0440901588;0440498058;3
0060194448;0061000043;3
0316782262;0425167313;3
0451149513;067102423X;3
0684801221;0877017883;3
0060194448;0061000027;3
0671789422;0684857820;3
0671789422;0679734775;3
0671789422;068484477X;3
0671789422;0684848783;3
0061020702;0380002930;3
0345354613;0679751521;3
0345389964;1573229326;3
0345354613;0743418174;3
0684801469;0446310786;3
0374525641;0446604666;3
0345354613;059035342X;3
0345354613;0609804138;3
0345389964;0804114986;3
0345389964;080411109X;3
0345389964;0804106304;3
0684801221;0671510053;3
0060194448;0316153915;3
0345354613;0451204530;3
0374270325;006019491X;3
0061020702;0385504209;3
0743247612;0385319037;3
0743247612;0743418174;3
0061020710;0061092177;3
0743247612;0312272057;3
0061020710;0380789019;3
0743247612;0679746048;3
0440514428;0805063897;3
0440514428;0804111359;3
0743247612;1573225789;3
0440901588;0452279178;3
0440901588;0440487617;3
0440901588;0064400557;3
0440514428;0684848783;3
0440901588;0345435249;3
0061020710;0618002219;3
0345392825;0385492081;3
0452284937;0425167313;3
0345392825;038542017X;3
006019491X;0446608955;3
0441005241;0345370775;3
0061013412;0142004235;3
0061013412;0440222656;3
0452284295;0385335830;3
0452284295;014028009X;3
0452284295;0312195516;3
0061013412;0316666009;3
0452284295;0385335482;3
0345392825;0375727345;3
0345392825;0312278586;3
0345392825;0312195516;3
0452284937;0385720106;3
0452284937;0375726403;3
0452284937;0375727345;3
0345392825;0440226430;3
0345392825;0440206154;3
0061013412;0671705091;3
0679886370;0553272535;3
0441005489;0380002930;3
0441005489;043935806X;3
325722575X;3150000017;3
0061013412;0064407667;3
0441005489;055321313X;3
0452284295;0440241162;3
0684195976;0316693235;3
0684195976;0316693200;3
0452284295;0688170528;3
0452284937;0060928336;3
006019491X;0553280589;3
0684195976;0743206029;3
0061013412;0553579754;3
0061013412;0553582135;3
0684195976;0679781587;3
0061013412;0786890436;3
0452284937;0316096199;3
0061000043;0446310786;3
0061000043;0440998050;3
0061000043;0446607711;3
1558744606;0671016652;3
0515093556;0373483694;3
0515093556;0373244487;3
0515093556;0375401598;3
0684801221;0375707972;3
0440967694;0451184963;3
0515093556;0345423402;3
0515093556;034538475X;3
0440967694;0671004530;3
0440967694;0671003755;3
0060194448;0440498058;3
0684801221;0316666343;3
0440967694;0451169530;3
0684801221;0060930535;3
0684801221;0060958022;3
0684801221;0060929871;3
0515093556;0312924585;3
0446611921;0671027360;3
0060194448;043936213X;3
0446611921;0679454454;3
0060194448;0440998050;3
0440967694;0553213105;3
0440967694;0515133973;3
0446611921;0553582747;3
0446611921;0553583441;3
0446611921;0515136530;3
0515093203;0446310786;3
0441005489;0590353403;3
0515093203;0515111279;3
0515093203;0553280341;3
0316789976;0316666343;3
0316789844;067976402X;3
1558744606;0316781266;3
0061000175;0061097853;3
1558744606;0312291639;3
0316789844;0375726403;3
0671868691;0345391055;3
0671868691;038531292X;3
0671868691;0425162443;3
0671868691;0515131229;3
1558744606;1558745718;3
1558744606;0842329129;3
0060194448;0743211383;3
1558743316;155874424X;3
1558743316;1558745718;3
0374270325;0316666343;3
0446611921;0373218397;3
0515090506;0446610038;3
0446611921;0345417623;3
0374270325;0679429220;3
0515090506;055321313X;3
0684801051;0671510053;3
0515090506;0515111279;3
0446611921;0380718340;3
0671864173;0064407667;3
0671822209;0345313860;3
0671864173;0156027321;3
0684801051;0060987103;3
0374270325;0140077022;3
0684801051;0060928336;3
0684801051;0312278586;3
0374270325;0375406530;3
0374270325;0060929790;3
0374270325;0449907481;3
0743247612;0671003755;3
0446611921;0312195516;3
1558743316;044651652X;3
0060194448;059035342X;3
1558743316;0553272535;3
0446611921;0385504209;3
0684801051;0425167313;3
0684801051;140003065X;3
0060194448;0345452550;3
0374281602;0399147284;3
0374281602;0385503822;3
0671822209;034538184X;3
0671822209;0345370775;3
0671822209;0440211727;3
0374480095;0345416260;3
0374480095;0394820371;3
0374480095;0345413350;3
0345427637;0345370775;3
0740704818;0316168688;3
0446604089;0446364193;3
0446604089;0440224764;3
0345335511;044021145X;3
006092988X;0553279378;3
006092988X;0553571656;3
006092988X;0671510053;3
1576737330;0684833395;3
0446604089;0312995423;3
0446604232;0425132048;3
0689817851;0805063897;3
006092988X;1400031346;3
1576737330;0842329242;3
0446604232;0312966091;3
0345335511;0812548094;3
0345335511;0812548051;3
1576737330;0842329269;3
0345335511;0812517725;3
1576737330;0842329250;3
006092988X;0743227441;3
0446604232;0380710218;3
0446604232;0385505833;3
0446604089;0380718340;3
0446604232;0425158616;3
0345423615;0440215625;3
1573229725;0142001740;3
0451188489;0786868716;3
0740723367;0380718340;3
0345423615;0439064864;3
0679732764;014029628X;3
0446603309;0671004573;3
0446603309;0671004549;3
0451188489;0440211727;3
0345335465;0451191013;3
0446603309;0671003755;3
0679732764;0156628708;3
0345423615;0156027321;3
0446603422;0452282152;3
0446603309;0671568175;3
0679732764;0156027321;3
0446603309;0671525743;3
0345424719;0385265700;3
0345335465;0440204208;3
0446603422;1400034779;3
0345423615;067976402X;3
0345335465;0385504209;3
0740723367;044021145X;3
0446603422;068484267X;3
0451188489;059035342X;3
0345423615;0425119653;3
0345423615;0441569595;3
0345335465;0439139600;3
0451188489;1400031354;3
0740723367;043935806X;3
0345423615;0446610038;3
0679732764;0671003755;3
0345335465;0345339495;3
0451188489;0449212602;3
0446603422;0440236673;3
0446603422;0425170349;3
0446603422;0446606812;3
0446603422;0446604666;3
0446603422;0446600660;3
0446603309;0743418174;3
0679732764;0684833395;3
0345423615;0345337662;3
0345335465;0345370775;3
0679732764;0452260116;3
0679732764;0452264464;3
0345335465;034530988X;3
0446603309;0743460529;3
0446603422;0385484518;3
0740723367;002542730X;3
0679732764;0060931418;3
0679732764;0060916508;3
0679459626;0446613266;3
0446530891;0316666009;3
0446530891;0316603570;3
0446530891;0316603287;3
0451202503;0441010512;3
0446600474;0439139600;3
0060926317;0385335482;3
0345339495;0345350499;3
0679459626;0446530077;3
0060934719;0812550706;3
0451202503;0441002935;3
0446530522;0316781142;3
0446530522;0142001740;3
0446530522;0060977493;3
0451203593;0385504209;3
0446530387;0786868716;3
0446530522;0316666343;3
0679459626;0446610038;3
0451180429;0679781587;3
0345339495;0345335465;3
0688177867;0375707972;3
0688177867;0375412530;3
1576737330;0385720106;3
0345333926;0618002227;3
0345425707;0671038184;3
0345425707;0609804138;3
0345425707;067976402X;3
0679735666;0316777722;3
0451203593;0440211727;3
0446530522;0452282829;3
0451203771;0440211727;3
0446530239;0446610542;3
0446530239;0446610038;3
0451203771;0440214041;3
0679744398;014023313X;3
0451180429;0684841185;3
0679459626;0452262143;3
0451180429;0553572997;3
0451203771;0385335482;3
0446530239;0553271636;3
0345339495;0380710218;3
0060934913;043935806X;3
0446530239;0553800973;3
0451180429;0743437640;3
1573226521;0060915544;3
0451180429;0671743058;3
0446530522;037570504X;3
0446530522;0385504209;3
0446530522;0385484518;3
0688177867;0380730138;3
0688177867;0385335482;3
0060934719;0671021001;3
1573226521;0060976845;3
0345425707;0452282152;3
0345333926;0812513738;3
0679735666;0062502182;3
0345425707;0452283205;3
0679735666;0060958022;3
0679735666;0140143505;3
0679735666;0064400557;3
0345333926;0812550706;3
0345425707;0553279912;3
0345425707;0440215625;3
0345333926;0886777844;3
0345333926;0836220889;3
0679735666;0449212602;3
0345425707;0446679364;3
0679735666;0060916508;3
0679735666;006092988X;3
0345333926;0441000916;3
0345333926;0441790348;3
157322930X;0971880107;3
0345422406;043935806X;3
157322930X;0743418174;3
0345318854;042513525X;3
0060931418;043935806X;3
0060926317;044022103X;3
0060931418;0425179672;3
0060931418;0452269571;3
0345318854;0399146431;3
0060931418;0446310786;3
0679723110;0440998050;3
0345318854;0385484518;3
0345422406;0345350499;3
0060931418;0684857820;3
0345422406;034538475X;3
0679723110;0440213525;3
0060931418;0671003755;3
0060931418;055321330X;3
0060931418;0553268880;3
0345422406;0316666343;3
157322930X;0385335881;3
0345422406;0140067477;3
0345422406;0345404319;3
157322930X;0345453387;3
0345423097;0446310786;3
0446604658;0446604666;3
0446604658;0679751521;3
0345435028;0385720106;3
0446604658;0449212602;3
0060927569;0060915544;3
0345435028;0375727345;3
0345435028;0345465083;3
0345435028;0375703055;3
0345435028;0312278586;3
0679723110;1592400876;3
0446600660;0679781587;3
0345423097;0316666343;3
0689817851;0345313860;3
0345423097;0312966970;3
0679723110;0802132758;3
0345423097;0385318782;3
0345423097;0385319207;3
0345423135;0452282152;3
0345423135;0451163966;3
0679724362;0439139600;3
0060930187;0553279378;3
0446600660;0316779423;3
0446600660;0375706771;3
0060927569;0060928336;3
0446600660;0312265867;3
0446600660;0316777730;3
0060930187;1573229326;3
0345423135;0553572997;3
034543479X;0345370775;3
0679724362;0312195516;3
034543479X;0312924585;3
034543479X;034536676X;3
0679735666;080410526X;3
0345422589;034538475X;3
0446600660;0385722206;3
0446600660;0385492081;3
0446600660;038549081X;3
0679723110;0452269571;3
0679723110;0449212602;3
0679723110;0451526341;3
0679731725;0061097314;3
0679731725;015100692X;3
0679731725;0140179836;3
0345425308;0316666343;3
0345425308;0064471063;3
0679732411;0142001740;3
0345425308;0425169863;3
0345425308;0425172546;3
0689817851;0140430016;3
0345423097;0440222656;3
0679723110;0553572997;3
0345423097;0440226430;3
0345425308;0553268880;3
0345422589;059035342X;3
0345425308;067976402X;3
0345425308;0671729411;3
0679723110;0385722206;3
0688177867;0877017883;3
157322930X;014028009X;3
0446600253;0743418204;3
0679723110;0345337662;3
0451191137;0140293248;3
0451191137;0142001740;3
0060932139;0446608955;3
0060932759;0142001740;3
0060932759;0142004235;3
0060932759;0060928336;3
0060932759;0060921145;3
0451191137;0802132952;3
0060932759;0140293248;3
0060932759;0312305060;3
0451191137;0345313860;3
0451191137;0345337662;3
0446600253;0671001795;3
0451191137;0345339703;3
0451191137;0345348036;3
0446600253;0618002227;3
0451191137;0345301110;3
0060932759;0312195516;3
0060932759;0345387651;3
0345422317;1573229326;3
0345435249;0312263120;3
0345435249;0312966091;3
0345435249;0312966970;3
0679721886;080410753X;3
0345435249;0345337662;3
0446600253;0060256672;3
0345435249;0312976275;3
0451191137;0345361792;3
0446600253;0375727345;3
0446600253;0446610038;3
0446600253;0446310786;3
0446600253;0441569595;3
0060932139;0440180295;3
0446600253;0590353403;3
0345435249;0060938455;3
0345435249;0060988649;3
0060932139;0446310786;3
0060932139;0380977788;3
0345422317;0449221490;3
0345422317;0671001795;3
0679721886;0671617028;3
0345435796;0312983298;3
0451191153;0316666343;3
0451191153;0316776963;3
0060932813;0385722206;3
0345317580;0451151259;3
0060932813;0449221512;3
0679721886;0375726403;3
0679721886;038542017X;3
0060932813;0375700757;3
0679721886;0679430946;3
0679721886;0316769487;3
0060932813;0671003755;3
0679721886;0316666343;3
0060932813;0679781587;3
0060932813;0743418174;3
0345435796;0060256672;3
0060932813;0842329129;3
0679721886;0060987529;3
0679721886;0060987103;3
0451191153;0140186409;3
0451191153;0345370775;3
0345316509;034530988X;3
0451191153;0440206154;3
0345316509;0316666343;3
0451191153;0142001740;3
0679721037;1558743669;3
0451191153;0380702843;3
0345435796;0380710218;3
0451191153;0446605239;3
0345316509;0345378482;3
0679720200;0140298479;3
0451192036;0060928336;3
0345338588;0451167317;3
0060934719;0064407675;3
0451192036;0060976845;3
0451192036;0385504209;3
0679720200;0786885688;3
0451184718;0375727345;3
0345338588;0451156609;3
0679720200;034536676X;3
0679721037;0140119906;3
0679720200;0448095017;3
0679720200;0553272535;3
0679721037;0060930535;3
0679720200;0452264464;3
0451196716;0451191013;3
0451192036;0142001740;3
0451192036;0316769487;3
0679721037;0312278586;3
0679721037;0316666343;3
0345338588;0441172695;3
0345338588;0441172717;3
0345418018;0749397357;3
0451197399;0671027360;3
0345418018;1573229326;3
0451197399;0385504209;3
0451197399;0440212561;3
0451197399;0312971346;3
0451197399;0312976275;3
0451197399;0312990456;3
0345418018;0316666343;3
1573226521;0449907481;3
1573226521;0449212602;3
1573226521;0316769487;3
0345339495;0064407055;3
0345418018;014028009X;3
0345339495;0140067477;3
0451204530;0446359866;3
0679744398;0385720106;3
0679459618;0345452534;3
0679459618;0316603287;3
